buffer,account,date,year,gross_requested,user_payout,profitable_days,best_day,consistency,balance_before,floor_before,balance_after
0.0,1,2012-11-07,2012,13111.481696754316,10489.185357403454,44,2400.0,0.18304567367043714,213111.48169675432,188000.0,200000.0
0.0,2,2013-02-19,2013,12334.854731635307,9867.883785308246,15,2400.0,0.19457059302406696,212334.8547316353,188000.0,200000.0
0.0,3,2014-01-02,2014,13194.249535612646,10555.399628490117,38,2400.0,0.181897423837722,213194.24953561265,188000.0,200000.0
0.0,4,2014-04-08,2014,12570.061685920664,10056.049348736531,9,2400.0,0.19092985062182832,212570.06168592066,188000.0,200000.0
0.0,6,2014-08-05,2014,12541.138930005924,10032.91114400474,15,2400.0,0.19137017884857022,212541.13893000592,188000.0,200000.0
0.0,7,2014-12-16,2014,13983.520513741416,11186.816410993133,15,2400.0,0.17163059886396653,213983.52051374142,188000.0,200000.0
0.0,8,2015-12-15,2015,12162.530398439878,9730.024318751903,50,2400.0,0.1973273588124273,212162.53039843988,188000.0,200000.0
0.0,9,2016-06-03,2016,12873.158359281311,10298.52668742505,27,2400.0,0.18643443458222075,212873.1583592813,188000.0,200000.0
0.0,10,2016-10-20,2016,12053.831338604796,9643.065070883837,21,2400.0,0.1991068177894212,212053.8313386048,188000.0,200000.0
0.0,11,2017-04-11,2017,13094.969379122253,10475.975503297803,27,2400.0,0.18327648813187758,213094.96937912225,188000.0,200000.0
0.0,12,2017-12-05,2017,13620.711727073882,10896.569381659107,33,2400.0,0.17620224611534221,213620.71172707388,188000.0,200000.0
0.0,13,2018-01-15,2018,12965.158194790274,10372.12655583222,9,2400.0,0.18511150916495414,212965.15819479027,188000.0,200000.0
0.0,14,2018-02-07,2018,13395.797422446543,10716.637937957235,7,2400.0,0.17916066691024024,213395.79742244654,188000.0,200000.0
0.0,15,2018-04-02,2018,12229.526845466491,9783.621476373193,9,2400.0,0.19624634953801867,212229.5268454665,188000.0,200000.0
0.0,20,2019-09-30,2019,13278.973130898608,10623.178504718888,9,2400.0,0.180736866950614,213278.9731308986,188000.0,200000.0
0.0,20,2019-11-14,2019,13272.487979211233,10617.990383368988,9,2400.0,0.18082517789875813,213272.48797921123,200000.0,200000.0
0.0,21,2020-09-28,2020,12114.297366169485,9691.437892935588,53,2400.0,0.19811301699612108,212114.29736616949,188000.0,200000.0
0.0,21,2020-10-19,2020,13044.020769739145,10435.216615791316,5,2400.0,0.18399234732650577,213044.02076973915,200000.0,200000.0
0.0,22,2020-11-27,2020,12352.791991342208,9882.233593073768,8,2400.0,0.19428806068151278,212352.7919913422,188000.0,200000.0
0.0,23,2021-03-11,2021,12650.33264050135,10120.266112401081,19,2400.0,0.1897183313833307,212650.33264050135,188000.0,200000.0
0.0,24,2021-05-19,2021,12667.77874687413,10134.222997499304,14,2400.0,0.18945705067608778,212667.77874687413,188000.0,200000.0
0.0,25,2021-07-19,2021,13302.441322395869,10641.953057916697,12,2400.0,0.18041801063684318,213302.44132239587,188000.0,200000.0
0.0,27,2021-11-22,2021,12396.522800387873,9917.2182403103,18,2400.0,0.19360267702850567,212396.52280038787,188000.0,200000.0
0.0,27,2022-02-02,2022,12770.827419744659,10216.661935795728,16,2400.0,0.18792830888070883,212770.82741974466,200000.0,200000.0
0.0,28,2022-06-22,2022,12406.840867376653,9925.472693901324,23,2400.0,0.19344166864513548,212406.84086737665,188000.0,200000.0
0.0,29,2022-07-28,2022,13740.22978726559,10992.183829812473,7,2400.0,0.17466956791540078,213740.2297872656,188000.0,200000.0
0.0,29,2022-08-22,2022,12226.999914979504,9781.599931983603,6,2400.0,0.19628690739252558,212226.9999149795,200000.0,200000.0
0.0,30,2022-12-09,2022,13204.917579781264,10563.934063825012,17,2400.0,0.1817504717844483,213204.91757978126,188000.0,200000.0
0.0,32,2023-06-01,2023,13542.300720423867,10833.840576339095,17,2400.0,0.17722247124378443,213542.30072042387,188000.0,200000.0
0.0,33,2023-07-27,2023,12619.904145354434,10095.923316283548,9,2400.0,0.19017577093748958,212619.90414535443,188000.0,200000.0
0.0,34,2023-11-30,2023,13147.367492655903,10517.893994124723,16,2400.0,0.18254604971988772,213147.3674926559,188000.0,200000.0
0.0,35,2024-07-10,2024,12163.100165451033,9730.480132360826,31,2400.0,0.19731811522995898,212163.10016545103,188000.0,200000.0
0.0,36,2025-04-03,2025,13528.562659845455,10822.850127876365,35,2400.0,0.17740243811144213,213528.56265984545,188000.0,200000.0
0.0,37,2025-09-25,2025,12668.929337360722,10135.143469888579,24,2400.0,0.18943984421180649,212668.92933736072,188000.0,200000.0
0.0,38,2026-05-14,2026,12291.643566371786,9833.314853097429,34,2400.0,0.19525460423909977,212291.6435663718,188000.0,200000.0
0.0,39,2026-08-07,2026,12764.24365436862,10211.394923494896,14,2400.0,0.1880252418386411,212764.24365436862,188000.0,200000.0
4000.0,1,2012-11-07,2012,9111.481696754316,7289.185357403453,44,2400.0,0.18304567367043714,213111.48169675432,188000.0,204000.0
4000.0,1,2013-02-20,2013,13134.854731635307,10507.883785308246,16,2400.0,0.1827199500135771,217134.8547316353,200000.0,204000.0
4000.0,2,2013-10-28,2013,9100.596802104672,7280.477441683738,28,2400.0,0.1831977608542558,213100.59680210467,188000.0,204000.0
4000.0,3,2014-01-15,2014,8564.072546744195,6851.258037395357,12,2400.0,0.19102086453822065,212564.0725467442,188000.0,204000.0
4000.0,4,2014-08-15,2014,8311.200615926587,6648.96049274127,26,2400.0,0.19494443108133583,212311.2006159266,188000.0,204000.0
4000.0,5,2014-12-09,2014,8189.544596014952,6551.635676811962,10,2400.0,0.19689004630940982,212189.54459601495,188000.0,204000.0
4000.0,5,2015-03-23,2015,12605.267057992663,10084.213646394132,14,2400.0,0.19039660079857046,216605.26705799266,200000.0,204000.0
4000.0,6,2016-05-27,2016,8196.716422398546,6557.373137918837,62,2400.0,0.19677427242569503,212196.71642239855,188000.0,204000.0
4000.0,7,2016-08-23,2016,8463.732938535366,6770.986350828293,7,2400.0,0.1925586830073742,212463.73293853537,188000.0,204000.0
4000.0,8,2016-10-20,2016,8614.447030927258,6891.557624741807,10,2400.0,0.1902580425535769,212614.44703092726,188000.0,204000.0
4000.0,9,2017-04-05,2017,9412.12159870888,7529.6972789671045,16,2400.0,0.1789426066813349,213412.12159870888,188000.0,204000.0
4000.0,10,2017-11-24,2017,8890.901692733518,7112.721354186815,28,2400.0,0.18617782194032695,212890.90169273352,188000.0,204000.0
4000.0,10,2018-01-02,2018,12965.624647189135,10372.499717751309,9,2400.0,0.18510484957778758,216965.62464718914,200000.0,204000.0
4000.0,10,2018-02-01,2018,13282.806192961667,10626.244954369335,8,2400.0,0.1806847111321792,217282.80619296167,200000.0,204000.0
4000.0,10,2018-03-28,2018,13764.162078547728,11011.329662838183,11,2400.0,0.17436586305101304,217764.16207854773,200000.0,204000.0
4000.0,14,2019-11-04,2019,8958.59198631189,7166.873589049513,28,2400.0,0.18520530645112607,212958.5919863119,188000.0,204000.0
4000.0,14,2020-04-01,2020,12163.545557818143,9730.836446254514,28,2400.0,0.197310890035463,216163.54555781814,200000.0,204000.0
4000.0,15,2020-09-29,2020,8548.54696294057,6838.837570352457,24,2400.0,0.19125720349040273,212548.54696294057,188000.0,204000.0
4000.0,15,2020-10-29,2020,12776.276171135047,10221.020936908038,5,2400.0,0.18784816231682816,216776.27617113505,200000.0,204000.0
4000.0,15,2021-02-24,2021,12452.781072469079,9962.224857975263,22,2400.0,0.1927280328814244,216452.78107246908,200000.0,204000.0
4000.0,15,2021-04-02,2021,12798.156621400325,10238.52529712026,8,2400.0,0.1875270065055198,216798.15662140033,200000.0,204000.0
4000.0,15,2021-07-09,2021,12226.103374318162,9780.882699454529,19,2400.0,0.19630130111948654,216226.10337431816,200000.0,204000.0
4000.0,16,2021-11-26,2021,8400.146993736125,6720.1175949889,19,2400.0,0.19354609273683196,212400.14699373613,188000.0,204000.0
4000.0,16,2022-04-07,2022,12936.186968115682,10348.949574492546,26,2400.0,0.1855260754900476,216936.18696811568,200000.0,204000.0
4000.0,17,2022-05-24,2022,8222.155090130342,6577.724072104274,11,2400.0,0.19636471492151597,212222.15509013034,188000.0,204000.0
4000.0,17,2022-07-28,2022,12735.888651581306,10188.710921265047,9,2400.0,0.18844385858398757,216735.8886515813,200000.0,204000.0
